CUI	               Name	               Odds ratio (ASD vs Non-psychiatric)	               Odds ratio (ASD vs Psychiatric)	               Frequency (%, positive, ASD)	               Frequency (%,negative, ASD)	               Frequency (%,positive, Non-psychiatric)	               Frequency (%,negative, Non-psychiatric)	               Frequency (%,positive, Psychiatric)	               Frequency (%,negative, Psychiatric)	               TUI
C0278076	Behavioural tic	3.1667	0.5278	4.4393	1.4019	3.5047	0.5841	0.0	0.0	T048
C0009240	Cognition, NOS	3.1538	0.7009	4.7897	1.5187	4.2056	0.9346	0.1168	0.0	T041
C0349231	Phobic anxiety disorder	3.1429	1.0	1.285	0.1168	1.285	0.1168	0.8178	0.2336	T048
C3257980	Other symptoms	3.1111	0.4132	1.6355	2.1028	3.7383	1.986	0.1168	0.4673	T184
C0518083	Disrupted sleep	3.1	1.1923	3.6215	0.5841	3.0374	0.5841	0.2336	0.0	T033
C0582145	Difficulty preventing undesirable behavior	3.0909	1.6764	15.8879	1.285	6.8925	0.9346	0.4673	0.1168	T048
C1510586	Autism spectrum disorders	3.0196	2.0237	93.2243	19.9766	49.2991	21.3785	1.986	1.285	T048
C0562410	Awareness of rules and boundaries	3.0	3.0	0.7009	0.2336	0.1168	0.1168	0.0	0.0	T033
C0234860	CRY, WEAK	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C0561779	Auditory memory	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T033
C1258215	Ileus, NOS	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.1168	0.0	T047
C3550505	Episodic absence-like spells	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0439824	Verbal	3.0	0.4	1.0514	0.3505	1.7523	0.2336	0.0	0.0	T080
C0679201	Inference	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T041
C1446209	Poor visual sequential memory	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0424015	Getting lost	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0870707	Information Processing Speed	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T041
C1830569	Prior - management of oral medications	3.0	1.0	0.7009	0.2336	0.3505	0.1168	0.0	0.0	T033
C0426636	Urgent desire for stool	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T184
C4068962	Line draw	3.0	0.3333	0.3505	0.0	1.0514	0.1168	0.0	0.0	T058
C0016397	Focal infection	3.0	5.0	0.0	0.1168	0.0	0.5841	0.0	0.3505	T047
C2135617	currently in first grade	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.1168	0.0	T033
C2136228	feel medication is becoming less effective	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0557932	memory lapses	3.0	0.6	0.3505	0.0	0.5841	0.0	0.1168	0.0	T048
C0162835	Hypopigmentation disorders	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.1168	T047
C2675692	Some patients have milder persistent blistering	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0233823	impaired insight	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T048
C0001818	agoraphobias	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T048
C4014806	Weight gain (in some patients)	3.0	0.8571	0.7009	0.0	0.8178	0.0	0.2336	0.0	T033
C0204929	Alternative communication technique education	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T058
C3807983	Hearing loss, mild	3.0	1.3333	4.2056	0.4673	3.1542	0.4673	0.3505	0.0	T033
C0232255	Murmur, Innocent	3.0	0.4286	1.4019	0.4673	1.6355	0.2336	0.0	0.1168	T033
C3281035	Slow background	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C4228966	Spike wave discharges	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.1168	0.0	T033
C2087462	fluid of both middle ears	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0872410	Posturing	3.0	0.2143	1.0514	0.3505	1.6355	0.1168	0.0	0.0	T047
C1321018	Hyperactivity level	3.0	0.5	0.7009	0.2336	1.4019	0.2336	0.0	0.0	T033
C3841967	On-line medical direction	3.0	3.0	0.3505	0.0	0.1168	0.1168	0.0	0.0	T033
C0748874	SOCIAL SITUATION HIGH STRESS	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C1272481	Emotional support management	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T058
C0811774	Permit siblings to settle own difficulties	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T058
C1521827	Preparation	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T052
C2674422	Intractable seizures	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C1969872	EEG shows epileptiform activity	3.0	4.5	0.3505	0.2336	0.1168	0.3505	0.1168	0.2336	T033
C3258117	Response delay	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T033
C4228941	Sharp slow wave activity	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0240178	LEUKOCYTES DECREASED, SLIGHT	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0006849	Oral candidiasis	3.0	1.0	0.3505	0.1168	1.0514	0.3505	0.1168	0.0	T047
C0239377	Pain in arm	3.0	1.0	0.3505	0.1168	0.3505	0.1168	0.1168	0.0	T184
C0518681	Monitors symptom onset	3.0	1.0	0.3505	0.0	0.3505	0.0	0.1168	0.0	T033
C0233591	twirling	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T048
C0746674	MUSCLE WEAKNESS GENERALIZED	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T184
C1860292	Relative sparing of language	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C3687799	Nocturnal restlessness (finding)	3.0	6.0	0.3505	0.1168	0.1168	0.2336	0.0	0.0	T184
C0849759	charming	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T184
C0035455	Rhinitides	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T047
C0019163	HEPATITIS B	3.0	0.375	0.7009	0.2336	0.9346	0.0	0.0	0.0	T047
C0233715	speech impairment	3.0	0.2069	1.4019	0.2336	3.3879	0.1168	0.2336	0.0	T033
C0395923	Multisensory dizziness	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T184
C2135621	currently in fifth grade	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T033
C0020620	Hypohidrosis	3.0	0.6667	0.3505	0.0	1.0514	0.2336	0.0	0.0	T047
C0000765	Body weight gain, excessive	3.0	1.3846	3.5047	0.5841	1.5187	0.3505	0.2336	0.0	T033
C0423576	Irritation in the ear	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0021092	cerumen impacted	3.0	0.6	0.3505	0.0	0.5841	0.0	0.1168	0.1168	T033
C2675793	Swelling of the extremities, episodic	3.0	2.0	0.7009	0.1168	1.7523	0.5841	0.2336	0.0	T033
C1827125	Frequent night waking	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.1168	0.0	T033
C4021799	Restrictive behaviour	3.0	0.75	0.7009	0.2336	0.9346	0.2336	0.0	0.1168	T048
C0266815	cow's milk allergy	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T047
C0751505	Insufficient Sleep Syndromes	3.0	1.5	0.3505	0.1168	0.2336	0.0	0.0	0.0	T047
C0871330	Self Talk	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T055
C3278370	Speech delay (in some patients)	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.1168	0.0	T033
C3844741	Moderately impaired - decisions poor; cues/supervision required	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T033
C1563210	Continence reassessment	3.0	0.75	0.3505	0.1168	0.4673	0.1168	0.0	0.0	T058
C0236816	acute traumatic stress disorder	3.0	2.0	0.2336	0.0	0.1168	0.0	0.2336	0.3505	T048
C0945984	Cognition.behavior	3.0	0.75	0.3505	0.0	0.4673	0.0	0.1168	0.0	T055
C4035671	General tasks and demands	3.0	0.4286	0.7009	0.2336	0.8178	0.1168	0.0	0.0	T033
C4231286	Elevated baseline 17-hydroxypregnenolone levels	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0009595	Personality, Obsessive-Compulsive	3.0	0.6	0.3505	0.1168	0.5841	0.1168	0.1168	0.1168	T048
C4062808	Conditions with significant muscle hypotonia	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0549397	Deviated nasal septum	3.0	3.0	0.3505	0.1168	0.2336	0.2336	0.0	0.0	T033
C4014240	Seizures, severe, intractable	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C3554666	Seizures (in one patient)	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0162739	hellp syndrome	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C0032290	Pneumonia;aspiration	3.0	1.0	0.3505	0.1168	0.7009	0.2336	0.1168	0.1168	T047
C0679932	competitions	3.0	2.0	0.3505	0.1168	0.3505	0.2336	0.0	0.0	T054
C4062504	Nonstimulating lifestyle	3.0	0.5	0.3505	0.1168	0.7009	0.0	0.0	0.0	T033
C3550616	Self-stimulating behavior (in some patients)	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0010308	Hypothyroidism, congenital	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T047
C0521530	Consolidation of lung, NOS	3.0	1.5	0.3505	0.0	0.4673	0.2336	0.0	0.0	T047
C0342543	Precocious Puberties, Central	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C0547795	Measuring Height	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T058
C0683298	demeanor	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T055
C3257851	My schoolwork is exciting	3.0	1.2	0.3505	0.0	0.5841	0.2336	0.1168	0.0	T033
C0039751	thefts	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T055
C0555093	Difficulty turning	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.0	0.0	T033
C0870431	dislike	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T041
C1718451	Verbal expressions of distress	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0336962	Horseback riding	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T056
C0036597	self esteem	3.0	0.5217	1.4019	0.1168	2.6869	0.0	0.4673	0.0	T041
C2012658	growth velocity	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T033
C2370875	Shifting attention	3.0	0.25	0.3505	0.1168	1.4019	0.0	0.0	0.0	T041
C0205402	Prominent	3.0	1.0	0.3505	0.1168	0.3505	0.1168	0.1168	0.0	T080
C2077961	interventional services clinical social work	3.0	3.0	0.3505	0.1168	0.2336	0.2336	0.0	0.0	T033
C1522577	Follow Up	3.0	0.375	0.3505	0.0	0.9346	0.0	0.1168	0.0	T058
C0852409	cognitive developmental disorders	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.0	0.0	T048
C1998998	Socialisation alteration	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T033
C1821293	Worthlessness	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.0	0.0	T033
C1657109	general problem	3.0	3.0	0.3505	0.0	0.0	0.1168	0.0	0.0	T184
C0154409	Recurrent major depressive episode	3.0	3.0	0.3505	0.0	0.4673	0.4673	0.0	0.0	T048
C2111852	polysomnography: periodic leg movements	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0086751	Services, Outpatient Health	3.0	0.4286	0.3505	0.1168	0.8178	0.0	0.1168	0.0	T058
C0679879	patient support services	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.1168	T058
C1627769	Pubertal	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T033
C0860621	Delirium due to a general medical condition	3.0	3.0	0.3505	0.0	0.1168	0.1168	0.0	0.0	T048
C1134488	Hormonal change	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.0	0.0	T033
C4061913	Change in role function	3.0	0.3333	0.3505	0.0	1.0514	0.1168	0.1168	0.0	T033
C0086438	Hypogammaglobulinaemia NOS	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T047
C0749652	TREATMENT FURTHER WOULD LIKE DISCUSSION	3.0	1.3333	0.7009	0.2336	1.0514	0.4673	0.1168	0.1168	T058
C0746757	NASAL CONGESTION CHRONIC	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T047
C0037322	sleep rem	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T041
C0580846	Does pull	3.0	3.0	0.3505	0.1168	0.1168	0.0	0.0	0.0	T033
C0566625	Unintelligible Articulation	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C2018029	speech fluency word repetition	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C0860611	Physically restless	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T184
C2220383	exposure to high level of environmental noise	3.0	1.5	0.3505	0.1168	0.2336	0.0	0.0	0.0	T033
C1881226	Intermittent Capture	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0549240	Nodding of head	3.0	0.8571	0.3505	0.1168	0.8178	0.2336	0.0	0.0	T033
C0443225	full	3.0	0.1875	0.3505	0.0	1.8692	0.1168	0.1168	0.0	T080
C0424302	More witty than usual	3.0	3.0	0.3505	0.1168	0.1168	0.1168	0.0	0.0	T033
C0871214	reading comprehension	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.0	0.0	T080
C3161184	Dementia, with aggressive behavior	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C2114446	previous employment medical examination	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C2032722	pain when defecating	3.0	0.6	0.3505	0.1168	0.5841	0.1168	0.0	0.0	T184
C2748627	Cognitive function, variable	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C2135620	currently in fourth grade	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C3845366	On a daily basis	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.0	0.0	T033
C1843793	Progressive language deterioration	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C1274742	Emotional sweating affecting palms and soles	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C0235996	Elevated liver enzymes	3.0	0.6	1.0514	0.3505	0.5841	0.1168	0.0	0.0	T033
C2016108	overreaction to real or imagined slights or failures	3.0	3.0	0.3505	0.0	0.1168	0.1168	0.1168	0.1168	T184
C0235266	eye irritation	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T033
C0518201	Psychosocial adaptive behavior: life change	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T055
C0332536	Laxity, NOS	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T080
C0152244	Cysts, Aneurysmal Bone	3.0	3.0	0.3505	0.0	0.0	0.1168	0.0	0.0	T047
C2673260	Limited expressive language	3.0	1.2	0.3505	0.1168	0.5841	0.2336	0.0	0.0	T033
C0086209	stress emotional	3.0	1.0	0.3505	0.0	0.3505	0.0	0.1168	0.1168	T048
C2196766	patient requires zipper pull	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0424375	Bites self	3.0	4.5	1.0514	0.3505	0.2336	0.3505	0.0	0.0	T033
C0427546	Atypical lymphocyte observed	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0848911	chronic alcohol problem	3.0	3.0	0.3505	0.1168	0.1168	0.1168	0.1168	0.0	T048
C2094363	RN general care healthy environment maintenance dim lights	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T058
C0424566	Not getting enough sleep	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.0	0.0	T184
C1536116	head posture symptom (symptom)	3.0	3.0	0.3505	0.1168	0.1168	0.1168	0.0	0.0	T184
C1700763	Articulation problem	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T184
C0476548	Undue concern and preoccupation with stressful events	3.0	3.0	0.3505	0.0	0.0	0.1168	0.0	0.0	T033
C0392337	cooperation	3.0	0.2727	0.3505	0.0	1.285	0.0	0.0	0.0	T054
C0741147	ANXIETY DEPENDENCY FEATURE	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T048
C1881653	Complete Blockage Device	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0237479	articulation speech	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C4012179	Tics or anxieties (rare)	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0455890	Small stool	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0426390	bladder spasm	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T184
C2135623	currently in seventh grade	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T033
C0003123	Anorexia NOS	3.0	0.3462	0.3505	0.0	3.0374	0.3505	0.1168	0.1168	T047
C0233214	Low maternal weight gain	3.0	1.5	0.3505	0.1168	0.4673	0.2336	0.0	0.0	T033
C3258031	People in this neighborhood can be trusted	3.0	1.5	0.3505	0.1168	0.2336	0.0	0.0	0.0	T033
C1536199	Drug administration rate too slow	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0517119	Copies a circle	3.0	3.0	0.3505	0.1168	0.0	0.1168	0.0	0.0	T033
C0151904	ASPARTATE AMINOTRANSFERASE INCREASED	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0019202	Hepatolenticular degeneration	3.0	0.375	0.7009	0.2336	0.9346	0.1168	0.1168	0.0	T047
C0679086	Intellectualisation	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T041
C1303014	Maintains good eye contact	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C2133570	recent increase in physical activity	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T033
C0277733	Victim of homosexual aggression	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0034634	raging	3.0	1.5	0.3505	0.0	0.4673	0.2336	0.0	0.0	T041
C2874988	IQ level below 20-25	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T048
C0018213	diseases graves	3.0	0.6	0.3505	0.0	0.5841	0.0	0.1168	0.0	T047
C1827021	Development of home medication compliance regimen	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.0	0.0	T058
C1881376	Light (qualifier)	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T080
C3841881	A physical disability	3.0	0.6	0.3505	0.1168	0.5841	0.1168	0.0	0.0	T033
C3162297	feeling nervous from invasion of personal space	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0233623	Onychotillomania	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T048
C3806865	Hyperactive behavior, mild	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T033
C0205258	indeterminate	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T080
C0233513	Immature behaviour	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T055
C4062173	Situational crisis	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C3897615	Simple tic	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T047
C1397006	evaluation; development state child	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T033
C0040702	Transient tic disorder, NOS	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T048
C0085092	Parenting behavior	3.0	0.5	0.3505	0.0	0.7009	0.0	0.1168	0.0	T054
C1853743	Muscular hypotonia of the trunk	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T033
C3665346	Unspecified visual loss	3.0	1.0	0.3505	0.0	0.3505	0.0	0.1168	0.1168	T184
C0009447	IMMUNODEFICIENCY, COMMON VARIABLE	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C0524620	Metabolic X Syndrome	3.0	0.75	0.7009	0.2336	0.4673	0.0	0.0	0.0	T047
C4035432	Slightly slow or small	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0235161	Sleep loss	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T033
C3827840	Terrible	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T080
C3853123	Receives a little social support	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0474398	Disinhibited behaviour	3.0	1.0	0.3505	0.0	0.3505	0.1168	0.0	0.0	T033
C1504373	Bowel movement irregularity	3.0	1.0	0.3505	0.0	0.3505	0.1168	0.0	0.0	T184
C0558180	Smearing feces	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T048
C0424270	Complex mannerisms - stereotype	3.0	0.9375	1.0514	0.7009	0.9346	0.5841	0.0	0.2336	T033
C4064942	idiosyncratic language perseverative	3.0	0.5	0.3505	0.0	0.7009	0.1168	0.1168	0.0	T033
C2128990	toe deformity progressively worsening	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T184
C2051574	patient monitoring: review lab values	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T058
C1456784	paranoia	3.0	1.5	0.7009	0.2336	0.2336	0.1168	0.0	0.0	T048
C0023518	LEUKOCYTOSIS	3.0	0.2	0.2336	0.1168	1.1682	0.1168	0.2336	0.3505	T047
C0030477	paranoid personality disorder	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T048
C0019079	hemoptysis	3.0	0.375	0.3505	0.1168	0.9346	0.1168	0.1168	0.1168	T184
C0020621	HYPOKALEMIA	3.0	0.5455	0.7009	0.1168	1.285	0.0	0.2336	0.0	T033
C0678312	AOD use for medicinal purposes	3.0	0.75	0.7009	0.2336	0.4673	0.1168	0.0	0.0	T055
C0199287	EVALUATION AND MANAGEMENT - INPATIENTS	3.0	0.3333	0.3505	0.0	1.0514	0.0	0.0	0.0	T058
C0232716	Straining with defecation	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T033
C0241700	Voice Fatigue	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0694563	Excessive daytime somnolence	3.0	2.4	0.3505	0.1168	0.5841	0.4673	0.1168	0.0	T047
C2748803	Learning disabilities (in some)	3.0	1.0	0.3505	0.0	0.3505	0.1168	0.0	0.0	T033
C0860972	ferritin low	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C0871069	Perspective Taking	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T055
C0510273	Discuss evaluation results privately	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T058
C1271073	Visual perceptual weakness	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T047
C0026884	Mutism	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.1168	0.0	T047
C3549880	Cognitive delay, mild (1 patient)	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0441892	Below planned level	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.0	0.0	T080
C2227318	body mass index percentile	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C2135780	patient's birth weight	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0424337	hoard	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.0	0.0	T055
C0031572	Social phobia, NOS	3.0	0.6	0.3505	0.0	0.5841	0.1168	0.1168	0.0	T048
C0234144	dysgraphia	3.0	0.25	1.0514	0.3505	1.4019	0.0	0.1168	0.0	T048
C0392339	Eating routine	3.0	2.0	0.3505	0.1168	0.3505	0.2336	0.0	0.0	T055
C1319509	Compliance issues discussed with patient	3.0	0.5	0.3505	0.1168	0.7009	0.1168	0.0	0.0	T033
C2080708	Severe speech impairment	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0423900	Average intellect	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C4014186	Splinter hemorrhages of nails (in some patients)	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C2939465	Deficiency of Glucose 6 Phosphate Dehydrogenase	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T047
C3693400	sudden unexplained change in speech	3.0	9.0	0.3505	0.0	0.1168	0.3505	0.0	0.0	T184
C3551869	Congestive heart failure (in some patients)	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0740759	ACNE MED ALLERGY	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C2749334	Cognitive decline (in some patients)	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0154446	Infantile autism, current or active state	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T048
C4064031	social interaction nonverbal behaviors limited or fleeting eye contact	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.0	0.0	T033
C2887440	Teacher's nodes	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C0233928	Licking	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T055
C2170446	repetition with struggle behavior	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C1562354	O/E - impulsive behavior	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0014068	ENCEPHALOMALACIA	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T047
C2029386	cosmetic concerns about prominent ears	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T184
C2074748	Bilateral middle ear chronic mucoid otitis media	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C4274601	Able to recognize own emotional pain and distress	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0424990	Disability - severe	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C2018122	speech volume increased	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0751257	Central auditory processing disorder	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C0562821	difficulty using toilet	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T033
C0564178	Difficulty using blended sounds	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C4014364	Elevated body mass index	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0221263	Café Au Lait Spot	3.0	0.6	0.7009	0.2336	0.5841	0.0	0.2336	0.2336	T033
C0472762	THALASSEMIA ALPHA TRAIT	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C1829460	thrusting tongue	3.0	0.75	0.3505	0.0	0.4673	0.1168	0.0	0.0	T033
C0339696	Amblyopia, Anisometropic	3.0	1.0	0.3505	0.1168	0.3505	0.1168	0.0	0.0	T047
C3899482	Cutting Behavior	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T184
